Dependence on renal dialysis,"Dialysis, kidney","['Platelet Count', 'MCHC', 'Red Blood Cells', 'Hematocrit', 'Hemoglobin', 'MCV', 'MCH', 'White Blood Cells', 'RDW-SD', 'RDW', 'Phosphate', 'Calcium, Total', 'L', 'I', 'Bicarbonate', 'Potassium', 'Magnesium', 'Glucose', 'Urea Nitrogen', 'Creatinine', 'Sodium', 'Chloride', 'H', 'Anion Gap', 'PT', 'INR(PT)', 'PTT', 'Troponin T', 'Creatine Kinase, MB Isoenzyme', 'Thyroxine (T4)', 'Thyroid Stimulating Hormone', 'Creatine Kinase (CK)', 'CK-MB Index', 'Vancomycin', 'Asparate Aminotransferase (AST)', 'Bilirubin, Total', 'Alanine Aminotransferase (ALT)', 'Alkaline Phosphatase', 'Specimen Type', 'Lactate', 'HPE7', 'Hepatitis B Virus Core Antibody', 'HPE3', 'Hepatitis B Surface Antibody', 'HPE2', 'Hepatitis B Surface Antigen', 'Hepatitis C Virus Antibody', 'HPE1', 'Oxygen Saturation', 'Green Top Hold (plasma)', 'Blue Top Hold', 'Estimated GFR (MDRD equation)', 'Absolute Eosinophil Count', 'Immature Granulocytes', 'Monocytes', 'Neutrophils', 'Absolute Monocyte Count', 'Lymphocytes', 'Basophils', 'Absolute Lymphocyte Count', 'Absolute Neutrophil Count', 'Absolute Basophil Count', 'Eosinophils', 'Potassium, Whole Blood', 'Urine Mucous', 'pH', 'Epithelial Cells', 'Ketone', 'Specific Gravity', 'Urine Color', 'Bacteria', 'Blood', 'Urobilinogen', 'Protein', 'Leukocytes', 'Nitrite', 'Urine Appearance', 'WBC', 'RBC', 'Bilirubin', 'Yeast', 'Albumin', 'Lactate Dehydrogenase (LD)', 'C-Reactive Protein', 'Red Top Hold', 'pCO2', 'Calculated Total CO2', 'pO2', 'Base Excess', 'Sodium, Whole Blood', 'Light Green Top Hold', 'Lipase', 'Acetaminophen', 'STX2', 'Ethanol', 'STX1', 'STX6', 'Tricyclic Antidepressant Screen', 'Salicylate', 'STX3', 'Length of Urine Collection', 'Uhold', 'Cocaine, Urine', 'UTX2', 'Amphetamine Screen, Urine', 'Oxycodone', 'Methadone, Urine', 'Barbiturate Screen, Urine', 'UTX7', 'Opiate Screen, Urine', 'UTX5', 'Benzodiazepine Screen, Urine', 'UTX3', 'UTX1', 'UTX4', 'UTX6', 'WBC Clumps']"
"Depressive disorder, not elsewhere classified",Depressive disorders,"['Chloride', 'Potassium', 'Magnesium', 'Calcium, Total', 'Glucose', 'Bicarbonate', 'Sodium', 'Urea Nitrogen', 'Creatinine', 'Phosphate', 'Albumin', 'Anion Gap', 'Red Blood Cells', 'MCH', 'MCV', 'RDW', 'MCHC', 'Hemoglobin', 'White Blood Cells', 'Hematocrit', 'Platelet Count', 'Estimated GFR (MDRD equation)', 'PTT', 'PT', 'INR(PT)', 'Blue Top Hold', 'Eosinophils', 'Neutrophils', 'Lymphocytes', 'Basophils', 'Monocytes', 'Specimen Type', 'Lactate', 'Alanine Aminotransferase (ALT)', 'Alkaline Phosphatase', 'Lipase', 'Bilirubin, Total', 'Asparate Aminotransferase (AST)', 'Length of Urine Collection', 'Protein', 'Specific Gravity', 'Bilirubin', 'Yeast', 'Urobilinogen', 'Urine Appearance', 'Urine Color', 'Leukocytes', 'RBC', 'Bacteria', 'pH', 'Blood', 'Ketone', 'Epithelial Cells', 'Nitrite', 'WBC', 'Osmolality, Urine', 'Sodium, Urine', 'Potassium, Urine', 'Chloride, Urine', 'Creatinine, Urine', 'Urea Nitrogen, Urine', 'Vancomycin', 'pCO2', 'Calculated Total CO2', 'Base Excess', 'pO2', 'Sodium, Whole Blood', 'Chloride, Whole Blood', 'Free Calcium', 'Potassium, Whole Blood', 'Iron', 'Ferritin', 'Transferrin', 'Iron Binding Capacity, Total', 'Haptoglobin', '% Hemoglobin A1c', 'eAG', 'Red Top Hold', 'Cortisol', 'Vitamin B12', 'Thyroid Stimulating Hormone', 'Hematocrit, Calculated', 'Oxygen Saturation', 'Intubated', 'Ventilator', 'Platelet Smear', 'Troponin T', 'Creatine Kinase (CK)', 'Creatine Kinase, MB Isoenzyme', 'Amylase', 'Cholesterol, LDL, Calculated', 'Cholesterol Ratio (Total/HDL)', 'Cholesterol, HDL', 'Triglycerides', 'Cholesterol, Total', 'C-Reactive Protein', 'Sedimentation Rate', 'Myelocytes', 'Atypical Lymphocytes', 'Metamyelocytes', 'Bands', 'Anisocytosis', 'Microcytes', 'Poikilocytosis', 'Hypochromia', 'Polychromasia', 'Macrocytes', 'Urine Mucous', 'Granular Casts', 'EDTA Hold', 'Lactate Dehydrogenase (LD)', 'Promyelocytes', 'Ovalocytes', 'O2 Flow', 'Fibrinogen, Functional', 'Temperature', 'Calculated Bicarbonate, Whole Blood', 'Urine tube, held', 'Total Protein, Urine', 'Prot. Electrophoresis, Urine', 'Fragmented Cells', 'Protein, Total', 'Immunoglobulin G', 'Immunoglobulin M', 'Immunoglobulin A', 'Immunofixation', 'Protein Electrophoresis', 'Bilirubin, Direct', 'Bilirubin, Indirect', 'Teardrop Cells', 'Schistocytes', 'Elliptocytes', 'Reticulocyte Count, Automated', 'HIV Screen', 'NTproBNP', 'Polys', 'Other Cell', 'Macrophage', 'Monos', 'Uhold', 'WBC Clumps', 'RDW-SD', 'Immature Granulocytes', 'Absolute Basophil Count', 'Absolute Eosinophil Count', 'Absolute Lymphocyte Count', 'Absolute Neutrophil Count', 'Absolute Monocyte Count', 'Nucleated Red Cells', 'Basophilic Stippling', 'Acanthocytes', 'Echinocytes', 'Bite Cells', 'Hyaline Casts', 'Amorphous Crystals', 'Oxygen', 'Ventilation Rate', 'PEEP', 'Tidal Volume', 'Assist/Control', 'Double Stranded DNA', 'Thyroid Peroxidase Antibodies', 'Thyroglobulin', 'Anti-Thyroglobulin Antibodies', 'Phosphate, Urine', 'Folate', 'Human Chorionic Gonadotropin', 'Green Top Hold (plasma)', 'Barbiturate Screen', 'Ethanol', 'Acetaminophen', 'Benzodiazepine Screen', 'Tricyclic Antidepressant Screen', 'Salicylate', 'Transitional Epithelial Cells', 'Problem Specimen', 'Voided Specimen', 'Amylase, Body Fluid', 'Miscellaneous, Body Fluid', 'Carcinoembyronic Antigen (CEA)']"
Diarrhea,Diarrhea,"['Urine Appearance', 'Nitrite', 'Blood', 'Urobilinogen', 'Bilirubin', 'Leukocytes', 'Ketone', 'Protein', 'Glucose', 'Urine Color', 'Specific Gravity', 'pH', 'Length of Urine Collection', 'Osmolality, Urine', 'Fibrin Degradation Products', 'Sodium, Urine', 'Potassium, Urine', 'Chloride, Urine', 'INR(PT)', 'PTT', 'PT', 'Chloride', 'Sodium', 'Potassium', 'Urea Nitrogen', 'Bicarbonate', 'Creatinine', 'Calcium, Total', 'Anion Gap', 'Phosphate', 'Magnesium', 'Hemoglobin', 'White Blood Cells', 'MCHC', 'MCV', 'Platelet Count', 'RDW', 'MCH', 'Red Blood Cells', 'Hematocrit', 'Red Top Hold', 'Fibrinogen, Functional', 'Monocytes', 'Neutrophils', 'Eosinophils', 'Basophils', 'Lymphocytes', 'Haptoglobin', 'Bilirubin, Direct', 'Bilirubin, Indirect', 'Bilirubin, Total', 'Asparate Aminotransferase (AST)', 'Lactate Dehydrogenase (LD)', 'Vancomycin', 'Problem Specimen', 'Epithelial Cells', 'Urine Mucous', 'RBC', 'WBC', 'Yeast', 'Bacteria', 'Lactate', 'Thyroid Stimulating Hormone', 'Creatine Kinase (CK)', 'Alanine Aminotransferase (ALT)', 'Alkaline Phosphatase', 'Albumin', 'Metamyelocytes', 'Atypical Lymphocytes', 'Myelocytes', 'Bands', 'Platelet Smear', 'Basophilic Stippling', 'Ovalocytes', 'Polychromasia', 'Hypochromia', 'Microcytes', 'Macrocytes', 'Anisocytosis', 'Poikilocytosis', 'Creatine Kinase, MB Isoenzyme', 'Troponin T', 'Specimen Type', 'Base Excess', 'Calculated Total CO2', 'pCO2', 'pO2', 'Potassium, Whole Blood', 'Estimated GFR (MDRD equation)', 'Ammonia', 'Uhold', 'WBC Clumps', 'Creatinine, Urine', 'Urea Nitrogen, Urine', 'Blue Top Hold', 'Uric Acid', 'Nucleated Red Cells', 'Blasts', 'Bite Cells', 'CD117', 'Immunophenotyping', 'CD15', 'CD45', 'CD13', 'CD34', 'Teardrop Cells', 'Spherocytes', 'Schistocytes', 'Reticulocyte Count, Automated', 'Promyelocytes', 'Hemogloblin A', 'Hemoglobin C', 'Hemogloblin S', 'Quantitative G6PD', 'Other Cells', 'EDTA Hold', 'Hepatitis B Surface Antigen', 'D-Dimer', 'Inpatient Hematology/Oncology Smear', 'HIV Screen', 'Hepatitis B Virus Core Antibody', 'Hepatitis C Virus Antibody', 'Lambda', 'CD56', 'CD41', 'CD19', 'HLA-DR', 'CD2', 'CD11c', 'Glyco A', 'CD10', 'CD20', 'CD14', 'CD64', 'CD33', 'Kappa', 'CD5', 'CD7', 'CD71', 'CD4', 'CD8', 'CD3', 'Granulocyte Count', 'Protein, Total', 'Globulin', 'tacroFK']"
Dilated cardiomyopathy,Congestive cardiomyopathy,"['Creatine Kinase (CK)', 'Troponin T', 'Creatine Kinase, MB Isoenzyme', 'CK-MB Index', 'Asparate Aminotransferase (AST)', 'Alkaline Phosphatase', 'Bilirubin, Total', 'Alanine Aminotransferase (ALT)', 'Digoxin', 'Red Blood Cells', 'Platelet Count', 'Hemoglobin', 'RDW', 'MCH', 'RDW-SD', 'MCHC', 'MCV', 'White Blood Cells', 'Hematocrit', 'Creatinine', 'Calcium, Total', 'Bicarbonate', 'Glucose', 'Anion Gap', 'Chloride', 'Phosphate', 'Sodium', 'Potassium', 'Magnesium', 'Urea Nitrogen', 'PTT', 'PT', 'INR(PT)', 'Specimen Type', 'Temperature', 'pCO2', 'Base Excess', 'Lactate', 'pO2', 'Calculated Total CO2', 'Oxygen Saturation', 'pH', 'Albumin', 'Estimated GFR (MDRD equation)', 'NTproBNP', 'Urine Mucous', 'Yeast', 'Bacteria', 'Specific Gravity', 'Epithelial Cells', 'Hyaline Casts', 'Leukocytes', 'Urine Color', 'Urine Appearance', 'Protein', 'Nitrite', 'WBC', 'RBC', 'Ketone', 'Blood', 'Bilirubin', 'Urobilinogen', 'Fibrinogen, Functional', 'Intubated', 'Potassium, Whole Blood', 'Free Calcium', 'Lactate Dehydrogenase (LD)', 'Absolute Eosinophil Count', 'Lymphocytes', 'Immature Granulocytes', 'Eosinophils', 'Monocytes', 'Absolute Neutrophil Count', 'Absolute Basophil Count', 'Absolute Lymphocyte Count', 'Basophils', 'Nucleated Red Cells', 'Absolute Monocyte Count', 'Neutrophils', 'Hematocrit, Calculated', 'Bilirubin, Indirect', 'Bilirubin, Direct', 'Sodium, Whole Blood', 'Oxygen', 'O2 Flow']"
Discoid lupus erythematosus,Discoid lupus erythematosus,"['Lactate Dehydrogenase (LD)', 'Alkaline Phosphatase', 'Asparate Aminotransferase (AST)', 'Estimated GFR (MDRD equation)', 'Creatinine', 'Chloride', 'Bilirubin, Total', 'I', 'Magnesium', 'Calcium, Total', 'Sodium', 'Potassium', 'Phosphate', 'Anion Gap', 'H', 'Glucose', 'Bicarbonate', 'Alanine Aminotransferase (ALT)', 'L', 'Urea Nitrogen', 'Creatine Kinase, MB Isoenzyme', 'Troponin T', 'MCHC', 'Hemoglobin', 'MCH', 'Hematocrit', 'White Blood Cells', 'Red Blood Cells', 'Platelet Count', 'MCV', 'RDW-SD', 'RDW', 'PTT', 'PT', 'INR(PT)']"
"Dislocation of jaw, initial encounter",Dislocations and subluxations,"['Bicarbonate', 'Urea Nitrogen', 'Magnesium', 'Anion Gap', 'Calcium, Total', 'Sodium', 'Glucose', 'Creatinine', 'Potassium', 'Phosphate', 'Chloride', 'INR(PT)', 'PT', 'PTT', 'RDW', 'MCHC', 'MCV', 'Hematocrit', 'Platelet Count', 'Hemoglobin', 'Red Blood Cells', 'MCH', 'White Blood Cells', 'RDW-SD', 'Specimen Type', 'pO2', 'pCO2', 'Base Excess', 'Calculated Total CO2', 'pH', 'Intubated', 'Potassium, Whole Blood', 'Sodium, Whole Blood', 'Oxygen Saturation', 'Lactate', 'Free Calcium', 'Chloride, Whole Blood', 'Hematocrit, Calculated']"
Disorders of magnesium metabolism,Magnesium imbalance,"['% Hemoglobin A1c', 'eAG', 'Red Top Hold', 'Hemoglobin', 'Eosinophils', 'RDW', 'White Blood Cells', 'Red Blood Cells', 'Platelet Count', 'MCH', 'MCHC', 'Basophils', 'Monocytes', 'Lymphocytes', 'Hematocrit', 'Neutrophils', 'MCV', 'Calcium, Total', 'Phosphate', 'Sodium', 'Potassium', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Urea Nitrogen', 'Chloride', 'Creatinine', 'Cortisol', 'Protein', 'Bilirubin', 'Yeast', 'Nitrite', 'WBC', 'Ketone', 'Blood', 'pH', 'Bacteria', 'Urine Color', 'Urobilinogen', 'RBC', 'Leukocytes', 'Urine Appearance', 'Specific Gravity', 'Epithelial Cells', 'Vitamin B12', 'Thyroid Stimulating Hormone', 'Calculated Total CO2', 'Specimen Type', 'pO2', 'Base Excess', 'pCO2', 'Lactate', 'Potassium, Whole Blood', 'Chloride, Whole Blood', 'Hematocrit, Calculated', 'Free Calcium', 'Sodium, Whole Blood', 'Estimated GFR (MDRD equation)', 'Albumin', 'Bilirubin, Total', 'Alanine Aminotransferase (ALT)', 'Asparate Aminotransferase (AST)', 'Alkaline Phosphatase', 'Lactate Dehydrogenase (LD)', 'PT', 'PTT', 'INR(PT)', 'Myelocytes', 'Atypical Lymphocytes', 'Promyelocytes', 'Bands', 'Metamyelocytes', 'Macrocytes', 'Polychromasia', 'Anisocytosis', 'Microcytes', 'Hypochromia', 'Ovalocytes', 'Platelet Smear', 'Poikilocytosis', 'Urine Mucous', 'Troponin T', 'Intubated', 'O2 Flow', 'Oxygen Saturation', 'Creatine Kinase (CK)', 'Creatine Kinase, MB Isoenzyme', 'Vancomycin', 'Fibrinogen, Functional', 'Teardrop Cells', 'Schistocytes', 'Granulocyte Count', 'Bilirubin, Indirect', 'Protein, Total', 'Globulin', 'Bilirubin, Direct', 'tacroFK', 'CD3', 'CD34', 'CD45', 'CD19']"
Disorders of phosphorus metabolism,Phosphorus imbalance,"['% Hemoglobin A1c', 'eAG', 'Red Top Hold', 'Hemoglobin', 'Eosinophils', 'RDW', 'White Blood Cells', 'Red Blood Cells', 'Platelet Count', 'MCH', 'MCHC', 'Basophils', 'Monocytes', 'Lymphocytes', 'Hematocrit', 'Neutrophils', 'MCV', 'Calcium, Total', 'Phosphate', 'Sodium', 'Potassium', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Urea Nitrogen', 'Chloride', 'Creatinine', 'Cortisol', 'Protein', 'Bilirubin', 'Yeast', 'Nitrite', 'WBC', 'Ketone', 'Blood', 'pH', 'Bacteria', 'Urine Color', 'Urobilinogen', 'RBC', 'Leukocytes', 'Urine Appearance', 'Specific Gravity', 'Epithelial Cells', 'Vitamin B12', 'Thyroid Stimulating Hormone', 'Calculated Total CO2', 'Specimen Type', 'pO2', 'Base Excess', 'pCO2', 'Lactate', 'Potassium, Whole Blood', 'Chloride, Whole Blood', 'Hematocrit, Calculated', 'Free Calcium', 'Sodium, Whole Blood', 'Estimated GFR (MDRD equation)', 'Albumin', 'Bilirubin, Total', 'Alanine Aminotransferase (ALT)', 'Asparate Aminotransferase (AST)', 'Alkaline Phosphatase', 'Lactate Dehydrogenase (LD)', 'PT', 'PTT', 'INR(PT)', 'Myelocytes', 'Atypical Lymphocytes', 'Promyelocytes', 'Bands', 'Metamyelocytes', 'Macrocytes', 'Polychromasia', 'Anisocytosis', 'Microcytes', 'Hypochromia', 'Ovalocytes', 'Platelet Smear', 'Poikilocytosis', 'Urine Mucous', 'Troponin T', 'Intubated', 'O2 Flow', 'Oxygen Saturation', 'Creatine Kinase (CK)', 'Creatine Kinase, MB Isoenzyme', 'Vancomycin', 'Fibrinogen, Functional', 'Parathyroid Hormone', '25-OH Vitamin D']"
Dizziness and giddiness,Dizziness,"['Bicarbonate', 'Calcium, Total', 'Phosphate', 'Sodium', 'Chloride', 'Magnesium', 'Anion Gap', 'Glucose', 'Urea Nitrogen', 'Potassium', 'Creatinine', 'Hematocrit', 'RDW', 'MCV', 'MCHC', 'White Blood Cells', 'Hemoglobin', 'Red Blood Cells', 'MCH', 'Platelet Count', 'PT', 'INR(PT)', 'PTT', 'Fibrinogen, Functional', 'Creatine Kinase (CK)', 'Troponin T', 'Creatine Kinase, MB Isoenzyme', 'Thyroxine (T4)', 'Alkaline Phosphatase', 'Bilirubin, Total', 'Asparate Aminotransferase (AST)', 'Alanine Aminotransferase (ALT)']"
Edema,Edema,"['Creatinine', 'Anion Gap', 'Potassium', 'Sodium', 'Urea Nitrogen', 'Glucose', 'Chloride', 'Bicarbonate', 'Magnesium', 'Phosphate', 'Calcium, Total', 'Double Stranded DNA', 'Asparate Aminotransferase (AST)', 'Alkaline Phosphatase', 'Alanine Aminotransferase (ALT)', 'Bilirubin, Total', 'Thyroid Peroxidase Antibodies', 'Thyroglobulin', 'Anti-Thyroglobulin Antibodies', 'Hypochromia', 'Metamyelocytes', 'Basophils', 'Atypical Lymphocytes', 'Poikilocytosis', 'Absolute Neutrophil Count', 'Polychromasia', 'Lymphocytes', 'Absolute Monocyte Count', 'Platelet Smear', 'Monocytes', 'Macrocytes', 'Neutrophils', 'Microcytes', 'Anisocytosis', 'Bands', 'Absolute Basophil Count', 'Eosinophils', 'Absolute Lymphocyte Count', 'Myelocytes', 'Absolute Eosinophil Count', 'Ferritin', 'Hemoglobin', 'Platelet Count', 'White Blood Cells', 'RDW-SD', 'Hematocrit', 'MCH', 'MCHC', 'Red Blood Cells', 'MCV', 'RDW', 'Urine Color', 'Bilirubin', 'RBC', 'Blood', 'Urine Appearance', 'Epithelial Cells', 'Protein', 'Nitrite', 'Specific Gravity', 'pH', 'WBC', 'Urobilinogen', 'Yeast', 'Bacteria', 'Urine Mucous', 'Leukocytes', 'Ketone', 'C-Reactive Protein', 'Length of Urine Collection', 'Osmolality, Urine', 'Hyaline Casts', 'Potassium, Urine', 'Creatinine, Urine', 'Sodium, Urine', 'Phosphate, Urine', 'Urea Nitrogen, Urine', 'Chloride, Urine', 'HIV Screen', 'Lactate Dehydrogenase (LD)', 'Fibrinogen, Functional', 'INR(PT)', 'PTT', 'PT', 'Estimated GFR (MDRD equation)', 'Albumin', 'Vancomycin', 'PEEP', 'Ventilation Rate', 'Specimen Type', 'Intubated', 'Temperature', 'Oxygen', 'Tidal Volume', 'Assist/Control', 'Base Excess', 'pCO2', 'Calculated Total CO2', 'pO2', 'Lactate', 'Alveolar-arterial Gradient', 'Free Calcium', 'Required O2', 'Ventilator', 'Oxygen Saturation', 'Potassium, Whole Blood', 'Amorphous Crystals', 'Transitional Epithelial Cells', 'Ovalocytes', 'Echinocytes', 'Creatine Kinase (CK)', 'Troponin T', 'Creatine Kinase, MB Isoenzyme', 'Hepatitis B Surface Antigen', 'Tobramycin', 'Hepatitis C Virus Antibody', 'Hepatitis B Surface Antibody', 'Teardrop Cells', 'Triglycerides']"
Empyema without mention of fistula,Empyema,"['Vancomycin', 'INR(PT)', 'PT', 'PTT', 'MCHC', 'MCV', 'Red Blood Cells', 'Hemoglobin', 'Platelet Count', 'White Blood Cells', 'Hematocrit', 'MCH', 'RDW', 'Creatinine', 'Potassium', 'Sodium', 'Chloride', 'Glucose', 'Magnesium', 'Bicarbonate', 'Urea Nitrogen', 'Anion Gap', 'Red Top Hold', 'Length of Urine Collection', 'HCG, Urine, Qualitative', 'Urine Appearance', 'Blood', 'RBC', 'Specific Gravity', 'Nitrite', 'Leukocytes', 'Urine Color', 'Epithelial Cells', 'Bilirubin', 'pH', 'Bacteria', 'Urine Mucous', 'Ketone', 'WBC', 'Protein', 'Yeast', 'Urobilinogen', 'Calcium, Total', 'Phosphate', 'Protein, Total', 'Lactate Dehydrogenase (LD)', 'Globulin', 'Albumin', 'Estimated GFR (MDRD equation)', 'Total Protein, Pleural', 'Albumin, Pleural', 'Lactate Dehydrogenase, Pleural', 'Lymphocytes', 'Monos', 'Eosinophils', 'Polys', 'Cholesterol, Pleural', 'RBC, Pleural', 'Total Nucleated Cells, Pleural']"
Encounter for antineoplastic chemotherapy,Chemotherapy,"['INR(PT)', 'PTT', 'PT', 'Fibrinogen, Functional', 'Myelocytes', 'Absolute Eosinophil Count', 'Eosinophils', 'Absolute Lymphocyte Count', 'Absolute Neutrophil Count', 'Absolute Monocyte Count', 'Platelet Smear', 'Atypical Lymphocytes', 'Lymphocytes', 'Absolute Basophil Count', 'Neutrophils', 'Bands', 'Monocytes', 'Basophils', 'Metamyelocytes', 'Poikilocytosis', 'Hypochromia', 'Microcytes', 'Macrocytes', 'Polychromasia', 'Anisocytosis', 'Alkaline Phosphatase', 'Glucose', 'Potassium', 'Uric Acid', 'I', 'Calcium, Total', 'Alanine Aminotransferase (ALT)', 'Anion Gap', 'Lactate Dehydrogenase (LD)', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'L', 'H', 'Sodium', 'Magnesium', 'Asparate Aminotransferase (AST)', 'Phosphate', 'Bicarbonate', 'Bilirubin, Total', 'RDW-SD', 'RDW', 'MCV', 'Red Blood Cells', 'White Blood Cells', 'MCH', 'Hemoglobin', 'MCHC', 'Platelet Count', 'Hematocrit', 'Other Cells', 'Ovalocytes', 'Sodium, Whole Blood', 'Spherocytes', 'Teardrop Cells', 'Schistocytes', 'Length of Urine Collection', 'RBC', 'pH', 'WBC', 'Bacteria', 'Protein', 'Blood', 'Yeast', 'Urine Appearance', 'Ketone', 'Epithelial Cells', 'Bilirubin', 'Nitrite', 'Specific Gravity', 'Hyaline Casts', 'Leukocytes', 'Urine Color', 'Amorphous Crystals', 'Urobilinogen', 'Osmolality, Urine', 'Urea Nitrogen, Urine', 'Creatinine, Urine', 'Potassium, Urine', 'Sodium, Urine', 'Albumin', 'Echinocytes', 'Estimated GFR (MDRD equation)', 'Acetaminophen', 'STX3', 'Benzodiazepine Screen', 'STX4', 'Osmolality, Measured', 'Thyroxine (T4), Free', 'Thyroid Stimulating Hormone', 'Heparin', 'Heparin, LMW', 'G6PD, Qualitative', 'Reticulocyte Count, Absolute', 'Reticulocyte Count, Automated', 'Potassium, Whole Blood', 'Red Top Hold', 'Cortisol', 'UTX9', 'Opiate Screen, Urine', 'Amphetamine Screen, Urine', 'UTX4', 'UTX5', 'Marijuana', 'UTX2', 'Benzodiazepine Screen, Urine', 'UTX3', 'UTX1', 'Cocaine, Urine', 'Barbiturate Screen, Urine', 'Phosphate, Urine', 'Immature Granulocytes', 'Basophilic Stippling', 'Blasts', 'Nucleated Red Cells', 'Protein, Total', 'Globulin']"
Epistaxis,Nosebleed,"['Sodium', 'Magnesium', 'Potassium', 'Chloride', 'Specimen Type', 'pCO2', 'pH', 'Calculated Total CO2', 'Base Excess', 'pO2', 'Hematocrit', 'Urea Nitrogen', 'Bicarbonate', 'Creatinine', 'Calcium, Total', 'Anion Gap', 'Phosphate', 'Glucose', 'Troponin T', 'White Blood Cells', 'RDW', 'MCH', 'Platelet Count', 'MCHC', 'Red Blood Cells', 'MCV', 'Hemoglobin', 'Potassium, Whole Blood', 'Hematocrit, Calculated', 'PTT', 'Free Calcium', 'Blood', 'Urobilinogen', 'Urine Mucous', 'Ketone', 'Urine Appearance', 'WBC', 'Urine Color', 'Epithelial Cells', 'Bilirubin', 'RBC', 'Protein', 'Yeast', 'Bacteria', 'Leukocytes', 'Specific Gravity', 'Nitrite', '% Hemoglobin A1c', 'eAG', 'Estimated GFR (MDRD equation)', 'Albumin', 'Bilirubin, Total', 'Asparate Aminotransferase (AST)', 'Amylase', 'Lactate Dehydrogenase (LD)', 'Lipase', 'Alkaline Phosphatase', 'Alanine Aminotransferase (ALT)', 'INR(PT)', 'PT', 'Oxygen Saturation', 'Sodium, Whole Blood', 'Ventilator', 'Intubated', 'Chloride, Whole Blood', 'Lactate', 'Hyaline Casts', 'Neutrophils', 'Lymphocytes', 'Eosinophils', 'Basophils', 'Monocytes', 'Fibrinogen, Functional', 'Atypical Lymphocytes', 'Absolute Monocyte Count', 'Absolute Basophil Count', 'Absolute Neutrophil Count', 'Platelet Smear', 'Absolute Eosinophil Count', 'Myelocytes', 'Absolute Lymphocyte Count', 'Bands', 'Metamyelocytes', 'RDW-SD', 'Length of Urine Collection', 'Potassium, Urine', 'Sodium, Urine', 'Urea Nitrogen, Urine', 'Creatinine, Urine', 'Chloride, Urine', 'Temperature', 'Reticulocyte Count, Automated', 'Reticulocyte Count, Absolute', 'Cortisol', 'Bilirubin, Indirect', 'Bilirubin, Direct', 'Amorphous Crystals', 'Target Cells', 'Echinocytes', 'Macrocytes', 'Ovalocytes', 'Anisocytosis', 'Hypochromia', 'Polychromasia', 'Poikilocytosis', 'Microcytes', 'Schistocytes', 'O2 Flow', 'Oxygen', 'Required O2', 'Alveolar-arterial Gradient', 'Thyroxine (T4), Free', 'Immunoglobulin A', 'Ferritin', 'Iron Binding Capacity, Total', 'Immunoglobulin G', 'Immunoglobulin M', 'Alpha-Fetoprotein', 'Transferrin', 'Carcinoembyronic Antigen (CEA)', 'Iron', 'Ethanol', 'Salicylate', 'Benzodiazepine Screen', 'Tricyclic Antidepressant Screen', 'Acetaminophen', 'Barbiturate Screen', 'Anti-Nuclear Antibody', 'HIV Screen', 'Teardrop Cells', 'Haptoglobin', 'Hepatitis A Virus Antibody', 'Osmolality, Urine', 'D-Dimer', 'Ventilation Rate', 'Tidal Volume', 'PEEP', 'Assist/Control', 'Red Top Hold', 'RBC, Ascites', 'Total Nucleated Cells, Ascites', 'Macrophage', 'Plasma', 'Polys', 'Albumin, Ascites', 'Total Protein, Ascites', 'Lactate Dehydrogenase, Ascites', 'Glucose, Ascites', 'Creatine Kinase, MB Isoenzyme', 'Amphetamine Screen, Urine', 'Cocaine, Urine', 'Methadone, Urine', 'Opiate Screen, Urine', 'Barbiturate Screen, Urine', 'Benzodiazepine Screen, Urine', 'Oxycodone', 'Mesothelial Cell', 'Thyroid Stimulating Hormone', 'Anti-Smooth Muscle Antibody']"
Fibromyalgia,Fibromyalgia,"['Hemoglobin', 'MCH', 'RDW', 'Hematocrit', 'Red Blood Cells', 'RDW-SD', 'MCV', 'White Blood Cells', 'MCHC', 'Platelet Count', 'PT', 'INR(PT)', 'PTT', 'Sodium', 'Bicarbonate', 'Magnesium', 'Anion Gap', 'Chloride', 'Glucose', 'Phosphate', 'Potassium', 'Calcium, Total', 'Creatinine', 'Urea Nitrogen', 'Vancomycin', 'Estimated GFR (MDRD equation)', 'Specific Gravity', 'pH', 'Urine Color', 'Protein', 'Leukocytes', 'Nitrite', 'Bilirubin', 'Urine Appearance', 'Blood', 'Urobilinogen', 'Ketone', 'Intubated', 'Specimen Type', 'Calculated Total CO2', 'pCO2', 'pO2', 'Base Excess', 'Oxygen Saturation', 'Oxygen', 'Alveolar-arterial Gradient', 'Required O2', 'Lactate', 'NTproBNP', 'Alanine Aminotransferase (ALT)', 'Lactate Dehydrogenase (LD)', 'Alkaline Phosphatase', 'Bilirubin, Total', 'Asparate Aminotransferase (AST)', 'Albumin', 'Monocytes', 'Absolute Monocyte Count', 'Hypochromia', 'Absolute Lymphocyte Count', 'Anisocytosis', 'Atypical Lymphocytes', 'Absolute Basophil Count', 'Microcytes', 'Metamyelocytes', 'Bands', 'Lymphocytes', 'Basophils', 'Platelet Smear', 'Poikilocytosis', 'Macrocytes', 'Myelocytes', 'Absolute Eosinophil Count', 'Absolute Neutrophil Count', 'Neutrophils', 'Eosinophils', 'Polychromasia', 'Anat Path Hold']"
